usecase,order_details_id,order_id,pizza_id,quantity
data_11-3,62,23,southw_ckn_s,1
data_11-3,63,24,bbq_ckn_m,1
data_11-3,64,24,ital_cpcllo_m,1
data_11-3,65,24,pepperoni_m,1
data_11-3,66,24,prsc_argla_s,1
data_11-3,67,25,sicilian_m,1
data_11-3,68,25,thai_ckn_l,1
data_11-3,69,26,classic_dlx_s,1
data_11-3,70,26,veggie_veg_l,1
data_11-3,71,27,bbq_ckn_l,1
data_11-3,72,27,classic_dlx_m,1
data_11-3,73,27,spinach_fet_l,1
data_11-3,74,28,ckn_alfredo_s,1
data_11-3,75,29,green_garden_s,1
data_11-3,76,30,thai_ckn_l,1
data_11-3,77,31,mexicana_m,1
data_11-3,78,31,pepperoni_s,1
data_11-3,79,32,big_meat_s,1
data_11-3,80,32,green_garden_l,1
data_11-3,81,32,ital_cpcllo_l,1
data_11-3,82,32,ital_supr_m,1
data_11-3,83,33,bbq_ckn_l,1
data_11-3,84,33,green_garden_s,1
data_11-3,85,34,the_greek_s,1
data_11-3,86,35,green_garden_m,1
data_11-3,87,35,pep_msh_pep_l,1
data_11-3,88,35,pepperoni_m,1
data_11-3,89,35,thai_ckn_l,1
data_11-3,90,36,bbq_ckn_m,1
data_11-3,91,36,classic_dlx_m,1
data_11-3,92,37,ital_supr_l,1
data_11-3,93,37,mexicana_l,1
data_11-3,94,38,hawaiian_s,1
data_11-3,95,38,ital_cpcllo_l,1
data_11-3,96,39,ital_supr_l,1
data_11-3,97,40,four_cheese_l,1
data_11-3,98,40,southw_ckn_s,1
data_11-3,99,41,four_cheese_m,1
data_11-3,100,41,green_garden_s,1
data_11-3,101,42,big_meat_s,1
data_11-3,102,42,five_cheese_l,1
data_11-3,103,42,mexicana_l,1
data_11-3,104,42,peppr_salami_m,1
data_11-3,105,43,ckn_alfredo_m,1
data_11-3,106,43,ital_supr_m,1
data_11-3,107,43,peppr_salami_l,1
data_11-3,108,44,spin_pesto_s,1
data_11-3,109,45,four_cheese_l,1
data_11-3,110,45,hawaiian_s,1
data_11-3,111,45,thai_ckn_m,1
data_11-3,112,46,ckn_pesto_l,1
data_11-3,113,46,classic_dlx_l,1
data_11-3,114,46,thai_ckn_m,1
data_11-3,115,47,southw_ckn_l,1
data_11-3,116,47,veggie_veg_s,1
data_11-3,117,48,ckn_pesto_m,1
data_11-3,118,48,green_garden_s,1
data_11-3,119,48,prsc_argla_l,1
data_11-3,120,48,spicy_ital_l,1
data_11-3,121,49,sicilian_l,1
data_11-3,122,50,the_greek_xl,1
data_11-3,123,51,bbq_ckn_l,1
data_11-3,124,51,pep_msh_pep_l,1
data_11-3,125,52,hawaiian_l,1
data_11-3,126,52,mexicana_l,1
data_11-3,127,52,spicy_ital_l,1
data_11-3,128,53,pep_msh_pep_s,1
data_11-3,129,53,spinach_supr_m,1
data_11-3,130,54,prsc_argla_m,1
data_11-3,131,54,thai_ckn_l,1
data_11-3,132,55,peppr_salami_s,1
data_11-3,133,55,spicy_ital_l,1
data_11-3,134,56,classic_dlx_m,1
data_11-3,135,56,mediterraneo_l,1
data_11-3,136,56,southw_ckn_m,1
data_11-3,137,57,classic_dlx_m,1
data_11-3,138,58,five_cheese_l,1
data_11-3,139,58,pepperoni_m,1
data_11-3,140,59,ital_veggie_s,1
data_11-3,141,59,pep_msh_pep_s,1
data_11-3,142,59,pepperoni_l,1
data_11-3,143,60,ckn_pesto_l,1
data_11-3,144,60,four_cheese_m,1
data_11-3,145,61,bbq_ckn_m,1
data_11-3,146,61,ital_supr_l,1
data_11-3,147,62,bbq_ckn_m,1
data_11-3,148,62,spinach_supr_m,1
data_11-3,149,63,pep_msh_pep_m,1
data_11-3,150,64,big_meat_s,1
data_11-3,151,65,pep_msh_pep_s,1
data_11-3,152,65,sicilian_s,1
data_11-3,153,65,spicy_ital_s,1
data_11-3,154,65,spinach_supr_m,1
data_11-3,155,66,classic_dlx_m,1
data_11-3,156,66,ital_cpcllo_m,1
data_11-3,157,67,southw_ckn_l,1
data_11-3,158,68,classic_dlx_m,1
data_11-3,159,68,ital_supr_l,1
data_11-3,160,68,ital_supr_m,1
data_11-3,161,69,bbq_ckn_l,1
data_11-3,162,70,ital_veggie_s,1
data_11-3,163,70,soppressata_l,1
data_11-3,164,71,thai_ckn_l,1
data_11-3,165,72,spinach_fet_l,1
data_11-3,166,73,thai_ckn_s,1
data_11-3,167,74,five_cheese_l,1
data_11-3,168,74,mexicana_l,1
data_11-3,169,74,spin_pesto_s,1
data_11-3,170,74,spinach_supr_l,1
data_11-3,171,75,ital_supr_s,1
data_11-3,172,75,mediterraneo_l,1
data_11-3,173,75,napolitana_l,1
data_11-3,174,76,big_meat_s,1
data_11-3,175,76,hawaiian_l,1
data_11-3,176,76,ital_veggie_l,1
data_11-3,177,76,spicy_ital_l,1
data_11-3,178,77,bbq_ckn_m,1
data_11-3,179,77,hawaiian_m,1
data_11-3,180,78,big_meat_s,1
data_11-3,181,78,classic_dlx_s,1
data_11-3,182,78,four_cheese_l,1
data_11-3,183,78,ital_cpcllo_m,1
data_11-3,184,78,spicy_ital_l,3
data_11-3,185,78,thai_ckn_s,1
data_11-3,186,79,ital_cpcllo_l,1
data_11-3,187,79,pep_msh_pep_s,1
data_11-3,188,79,thai_ckn_l,1
data_11-3,189,80,pepperoni_s,1
data_11-3,190,80,thai_ckn_m,1
data_11-3,191,81,thai_ckn_l,1
data_11-3,192,82,big_meat_s,1
data_11-3,193,82,cali_ckn_m,1
data_11-3,194,82,spicy_ital_l,1
data_11-3,195,82,veggie_veg_m,1
data_11-3,196,83,southw_ckn_s,1
data_11-3,197,84,pepperoni_l,1
data_11-3,198,85,classic_dlx_m,1
data_11-3,199,85,classic_dlx_s,1
data_11-3,200,85,ital_supr_l,1
data_11-3,201,85,the_greek_m,1
data_11-3,202,86,hawaiian_l,1
data_11-3,203,87,ital_cpcllo_m,1
data_11-3,204,87,mexicana_m,1
data_11-3,205,87,spinach_supr_l,1
data_11-3,206,87,spinach_supr_s,1
data_11-3,207,88,five_cheese_l,1
data_11-3,208,89,soppressata_l,1
data_11-3,209,89,thai_ckn_l,1
data_11-3,210,90,sicilian_l,1
data_11-3,211,90,thai_ckn_s,1
data_11-3,212,91,bbq_ckn_l,2
data_11-3,213,91,ckn_pesto_s,1
data_11-3,214,91,pepperoni_s,1
data_11-3,215,92,bbq_ckn_m,1
data_11-3,216,92,ital_supr_l,1
data_11-3,217,92,ital_supr_m,1
data_11-3,218,92,ital_veggie_s,1
data_11-3,219,92,pepperoni_m,1
data_11-3,220,92,peppr_salami_m,1
data_11-3,221,92,spinach_fet_s,1
data_11-3,222,92,spinach_supr_s,1
data_11-3,223,92,the_greek_m,2
data_11-3,224,93,sicilian_m,1
data_11-3,225,94,ital_cpcllo_m,1
data_11-3,226,94,southw_ckn_s,1
data_11-3,227,95,napolitana_s,1
data_11-3,228,95,peppr_salami_l,1
data_11-3,229,96,napolitana_s,1
data_11-3,230,97,big_meat_s,1
data_11-3,231,98,classic_dlx_l,1
data_11-3,232,98,napolitana_l,1
data_11-3,233,99,ital_supr_l,1
data_11-3,234,100,hawaiian_l,1
data_11-3,235,101,cali_ckn_l,1
data_11-3,236,101,pepperoni_l,1
data_11-3,237,101,soppressata_l,1
data_11-3,238,101,spicy_ital_m,1
data_11-3,239,102,bbq_ckn_s,1
data_11-3,240,102,prsc_argla_s,1
data_11-3,241,103,spinach_supr_s,1
data_11-3,242,104,bbq_ckn_m,1
data_11-3,243,104,ckn_alfredo_m,1
data_11-3,244,104,ital_veggie_m,1
data_11-3,245,104,veggie_veg_l,1
data_11-3,246,105,hawaiian_s,2
data_11-3,247,105,pepperoni_l,1
data_11-3,248,105,prsc_argla_m,1
data_11-3,249,106,mexicana_l,1
data_11-3,250,106,spicy_ital_l,1
data_11-3,251,107,cali_ckn_l,1
data_11-3,252,107,ital_supr_m,1
data_11-3,253,107,spicy_ital_l,1
data_11-3,254,107,veggie_veg_l,1
data_11-3,255,108,classic_dlx_l,1
data_11-3,256,108,hawaiian_l,1
data_11-3,257,108,spinach_supr_l,1
data_11-3,258,109,ital_cpcllo_l,1
data_11-3,259,109,ital_supr_l,1
data_11-3,260,109,pepperoni_m,1
data_11-3,261,109,prsc_argla_l,1
data_11-3,262,110,big_meat_s,1
data_11-3,263,110,napolitana_l,1
data_11-3,264,110,soppressata_l,1
data_11-3,265,110,spicy_ital_s,1
data_11-3,266,111,cali_ckn_m,1
data_11-3,267,111,five_cheese_l,1
data_11-3,268,111,pepperoni_m,1
data_11-3,269,111,spin_pesto_l,1
data_11-3,270,112,pepperoni_s,1
data_11-3,271,113,cali_ckn_l,1
data_11-3,272,113,mexicana_l,1
data_11-3,273,113,southw_ckn_m,1
data_11-3,274,114,pepperoni_l,1
data_11-3,275,114,sicilian_s,1
data_11-3,276,115,big_meat_s,1
data_11-3,277,115,napolitana_l,1
data_11-3,278,115,thai_ckn_m,1
data_11-3,279,116,five_cheese_l,1
data_11-3,280,117,peppr_salami_m,1
data_11-3,281,117,sicilian_l,1
data_11-3,282,118,prsc_argla_l,1
data_11-3,283,118,spinach_fet_s,1
data_11-3,284,119,four_cheese_m,1
data_11-3,285,120,classic_dlx_s,1
data_11-3,286,120,hawaiian_s,1
data_11-3,287,120,spinach_fet_l,1
data_11-3,288,121,bbq_ckn_m,1
data_11-3,289,121,four_cheese_l,1
data_11-3,290,121,sicilian_l,1
data_11-3,291,121,southw_ckn_l,1
data_11-3,292,122,ital_supr_m,1
data_11-3,293,123,ital_cpcllo_s,1
data_11-3,294,124,bbq_ckn_s,1
data_11-3,295,124,sicilian_l,1
data_11-3,296,124,spicy_ital_l,1
data_11-3,297,124,the_greek_s,1
data_11-3,298,125,the_greek_xl,1
data_11-3,299,126,veggie_veg_l,1
data_11-3,300,127,pepperoni_m,1
data_11-3,301,128,spicy_ital_s,1
data_11-3,302,129,big_meat_s,1
data_11-3,303,129,the_greek_m,1
data_11-3,304,130,hawaiian_s,1
data_11-3,305,130,ital_cpcllo_l,1
data_11-3,306,130,mexicana_m,1
data_11-3,307,130,southw_ckn_s,1
data_11-3,308,131,ckn_pesto_l,1
data_11-3,309,131,five_cheese_l,1
data_11-3,310,131,green_garden_s,1
data_11-3,311,131,spinach_supr_s,1
data_11-3,312,132,pepperoni_s,1
data_11-3,313,133,bbq_ckn_l,1
data_11-3,314,133,hawaiian_l,1
data_11-3,315,133,the_greek_s,1
data_11-3,316,134,big_meat_s,1
data_11-3,317,134,southw_ckn_l,1
data_11-3,318,134,spinach_supr_s,1
data_11-3,319,135,veggie_veg_l,1
data_11-3,320,136,five_cheese_l,1
data_11-3,321,136,peppr_salami_s,1
data_11-3,322,137,mediterraneo_l,1
data_11-3,323,137,pepperoni_s,1
data_11-3,324,137,spicy_ital_m,1
data_11-3,325,138,cali_ckn_m,1
data_11-3,326,138,four_cheese_l,1
data_11-3,327,138,ital_veggie_l,1
data_11-3,328,138,sicilian_m,1
data_11-3,329,139,five_cheese_l,1
data_11-3,330,140,prsc_argla_s,1
data_11-3,331,140,veggie_veg_m,1
data_11-3,332,141,classic_dlx_m,1
data_11-3,333,142,green_garden_m,1
data_11-3,334,143,cali_ckn_s,1
data_11-3,335,143,classic_dlx_s,1
data_11-3,336,143,hawaiian_l,1
data_11-3,337,143,mexicana_m,1
data_11-3,338,143,pepperoni_l,1
data_11-3,339,143,prsc_argla_s,1
data_11-3,340,143,thai_ckn_l,1
data_11-3,341,143,veggie_veg_m,1
data_11-3,342,144,bbq_ckn_m,3
data_11-3,343,144,big_meat_s,1
data_11-3,344,144,cali_ckn_l,1
data_11-3,345,144,ckn_pesto_m,1
data_11-3,346,144,five_cheese_l,1
data_11-3,347,144,four_cheese_l,1
data_11-3,348,144,pep_msh_pep_s,1
data_11-3,349,144,southw_ckn_l,1
data_11-3,350,144,southw_ckn_s,1
data_11-3,351,144,spicy_ital_l,1
data_11-3,352,144,thai_ckn_m,1
data_11-3,353,144,veggie_veg_l,1
data_11-3,354,145,the_greek_s,1
data_11-3,355,146,cali_ckn_l,1
data_11-3,356,146,four_cheese_m,1
data_11-3,357,146,hawaiian_m,1
data_11-3,358,147,the_greek_xl,1
data_11-3,359,148,mediterraneo_s,1
data_11-3,360,149,spinach_fet_m,1
data_11-3,361,150,pepperoni_m,1
data_11-3,362,151,southw_ckn_l,1
data_11-3,363,151,spinach_supr_s,1
data_11-3,364,152,hawaiian_s,1
data_11-3,365,152,spinach_fet_l,1
data_11-3,366,152,thai_ckn_s,1
data_11-3,367,152,the_greek_m,1
data_11-3,368,153,mexicana_m,1
data_11-3,369,154,prsc_argla_s,1
data_11-3,370,155,ckn_pesto_s,1
data_11-3,371,155,napolitana_l,1
data_11-3,372,155,pepperoni_l,1
data_11-3,373,155,peppr_salami_l,1
data_11-3,374,156,napolitana_m,1
data_11-3,375,156,thai_ckn_l,1
data_11-3,376,157,ital_supr_l,1
data_11-3,377,157,mediterraneo_m,1
data_11-3,378,157,sicilian_m,1
data_11-3,379,157,spin_pesto_m,1
data_11-3,380,158,ital_veggie_m,1
data_11-3,381,158,thai_ckn_m,1
data_11-3,382,159,four_cheese_l,1
data_11-3,383,159,thai_ckn_m,1
data_11-3,384,160,classic_dlx_m,1
data_11-3,385,161,hawaiian_s,1
data_11-3,386,161,spicy_ital_m,1
data_11-3,387,161,the_greek_xl,1
data_11-3,388,162,big_meat_s,1
data_11-3,389,163,hawaiian_m,1
data_11-3,390,163,pepperoni_l,1
data_11-3,391,163,the_greek_m,1
data_11-3,392,164,cali_ckn_l,1
data_11-3,393,164,pepperoni_m,1
data_11-3,394,165,prsc_argla_m,1
data_11-3,395,166,prsc_argla_s,1
data_11-3,396,167,bbq_ckn_l,1
data_11-3,397,167,ital_supr_m,1
data_11-3,398,167,pepperoni_m,1
data_11-3,399,168,big_meat_s,1
data_11-3,400,168,veggie_veg_m,1
data_11-3,401,169,four_cheese_l,1
data_11-3,402,169,ital_cpcllo_s,1
data_11-3,403,169,sicilian_m,1
data_11-3,404,170,hawaiian_l,1
data_11-3,405,171,napolitana_m,1
data_11-3,406,172,napolitana_s,1
data_11-3,407,172,spinach_supr_m,1
data_11-3,408,172,thai_ckn_l,1
data_11-3,409,173,cali_ckn_m,1
data_11-3,410,173,classic_dlx_m,1
data_11-3,411,173,veggie_veg_l,1
data_11-3,412,174,big_meat_s,1
data_11-3,413,174,cali_ckn_l,1
data_11-3,414,174,cali_ckn_m,1
data_11-3,415,174,ital_cpcllo_m,1
data_11-3,416,175,ital_supr_l,1
data_11-3,417,176,cali_ckn_l,1
data_11-3,418,176,peppr_salami_m,1
data_11-3,419,177,napolitana_s,1
data_11-3,420,177,thai_ckn_l,1
data_11-3,421,178,peppr_salami_l,1
data_11-3,422,179,hawaiian_l,1
data_11-3,423,179,sicilian_m,1
data_11-3,424,179,veggie_veg_s,1
data_11-3,425,180,classic_dlx_l,1
data_11-3,426,180,prsc_argla_l,1
data_11-3,427,181,mexicana_l,1
data_11-3,428,182,brie_carre_s,1
data_11-3,429,182,peppr_salami_l,1
data_11-3,430,183,napolitana_m,1
data_11-3,431,183,spin_pesto_l,1
data_11-3,432,183,spin_pesto_s,1
data_11-3,433,184,hawaiian_l,1
data_11-3,434,185,sicilian_m,1
data_11-3,435,185,spin_pesto_s,1
data_11-3,436,186,mexicana_l,1
data_11-3,437,186,southw_ckn_l,1
data_11-3,438,186,spin_pesto_l,1
data_11-3,439,186,thai_ckn_l,1
data_11-3,440,187,five_cheese_l,1
data_11-3,441,187,spin_pesto_l,1
data_11-3,442,188,five_cheese_l,1
data_11-3,443,188,pepperoni_s,1
data_11-3,444,188,peppr_salami_l,1
data_11-3,445,189,big_meat_s,2
data_11-3,446,189,thai_ckn_s,1
data_11-3,447,190,bbq_ckn_l,1
data_11-3,448,190,four_cheese_m,1
data_11-3,449,190,pep_msh_pep_s,1
data_11-3,450,190,prsc_argla_l,1
data_11-3,451,191,cali_ckn_l,1
data_11-3,452,191,ckn_alfredo_m,1
data_11-3,453,192,sicilian_s,1
data_11-3,454,192,southw_ckn_l,1
data_11-3,455,193,big_meat_s,1
data_11-3,456,193,cali_ckn_m,1
data_11-3,457,193,ckn_alfredo_l,2
data_11-3,458,194,bbq_ckn_s,1
data_11-3,459,195,bbq_ckn_l,1
data_11-3,460,196,sicilian_s,1
data_11-3,461,196,spicy_ital_m,1
data_11-3,462,196,veggie_veg_m,1
data_11-3,463,197,four_cheese_l,1
data_11-3,464,197,ital_cpcllo_l,1
data_11-3,465,197,ital_veggie_l,1
data_11-3,466,197,soppressata_l,1
data_11-3,467,198,big_meat_s,1
data_11-3,468,198,ckn_alfredo_l,1
data_11-3,469,199,ckn_alfredo_m,1
data_11-3,470,200,the_greek_xl,1
data_11-3,471,201,calabrese_m,1
data_11-3,472,201,ckn_pesto_l,1
data_11-3,473,201,ital_supr_l,1
data_11-3,474,201,the_greek_xl,1
data_11-3,475,202,cali_ckn_s,1
data_11-3,476,203,cali_ckn_l,1
data_11-3,477,203,ital_veggie_m,1
data_11-3,478,203,pep_msh_pep_l,1
data_11-3,479,203,the_greek_s,1
data_11-3,480,204,spicy_ital_l,1
data_11-3,481,205,cali_ckn_s,1
data_11-3,482,205,ckn_alfredo_m,1
data_11-3,483,205,prsc_argla_s,1
data_11-3,484,206,napolitana_m,1
data_11-3,485,206,pepperoni_s,1
data_11-3,486,206,spicy_ital_l,1
data_11-3,487,207,spicy_ital_l,1
data_11-3,488,208,bbq_ckn_l,1
data_11-3,489,208,bbq_ckn_s,1
data_11-3,490,208,ckn_alfredo_m,1
data_11-3,491,208,pepperoni_m,1
data_11-3,492,208,the_greek_m,1
data_11-3,493,209,cali_ckn_l,1
data_11-3,494,210,spinach_fet_s,1
data_11-3,495,211,pepperoni_s,1
data_11-3,496,212,ital_cpcllo_l,1
data_11-3,497,213,four_cheese_l,1
data_11-3,498,214,ital_cpcllo_l,1
data_11-3,499,214,ital_supr_m,1
data_11-3,500,214,mexicana_s,1
data_11-3,501,214,spin_pesto_m,1
data_11-3,502,215,green_garden_s,1
data_11-3,503,216,bbq_ckn_m,1
data_11-3,504,216,five_cheese_l,1
data_11-3,505,216,hawaiian_l,1
data_11-3,506,217,classic_dlx_m,1
data_11-3,507,217,spinach_fet_s,1
data_11-3,508,218,spicy_ital_m,1
data_11-3,509,219,bbq_ckn_l,1
data_11-3,510,219,five_cheese_l,1
data_11-3,511,219,peppr_salami_m,1
data_11-3,512,219,spinach_fet_m,1
data_11-3,513,220,hawaiian_s,1
data_11-3,514,220,ital_cpcllo_s,1
data_11-3,515,220,napolitana_l,1
data_11-3,516,220,spicy_ital_l,1
data_11-3,517,221,five_cheese_l,1
data_11-3,518,221,prsc_argla_m,1
data_11-3,519,221,the_greek_s,1
data_11-3,520,222,four_cheese_l,1
data_11-3,521,222,sicilian_s,1
data_11-3,522,223,pep_msh_pep_s,1
data_11-3,523,224,ckn_alfredo_s,1
data_11-3,524,224,ital_supr_m,1
data_11-3,525,224,napolitana_m,1
data_11-3,526,224,thai_ckn_l,1
data_11-3,527,225,bbq_ckn_l,1
data_11-3,528,225,bbq_ckn_m,1
data_11-3,529,225,southw_ckn_s,1
data_11-3,530,226,classic_dlx_l,1
data_11-3,531,227,bbq_ckn_m,1
data_11-3,532,227,the_greek_m,1
data_11-3,533,228,ital_veggie_s,1
data_11-3,534,229,ital_veggie_l,1
data_11-3,535,229,prsc_argla_l,1
data_11-3,536,229,spin_pesto_s,1
data_11-3,537,230,thai_ckn_m,1
data_11-3,538,231,cali_ckn_l,1
data_11-3,539,231,napolitana_s,1
data_11-3,540,231,prsc_argla_s,1
data_11-3,541,232,bbq_ckn_m,1
data_11-3,542,232,spinach_supr_l,1
data_11-3,543,233,spinach_fet_s,1
data_11-3,544,234,ckn_alfredo_m,1
data_11-3,545,234,ital_supr_s,1
data_11-3,546,234,napolitana_m,1
data_11-3,547,235,cali_ckn_m,1
data_11-3,548,236,classic_dlx_l,1
data_11-3,549,236,green_garden_m,1
data_11-3,550,237,green_garden_s,1
data_11-3,551,238,spin_pesto_l,1
data_11-3,552,239,ital_supr_l,1
data_11-3,553,239,thai_ckn_m,1
data_11-3,554,240,four_cheese_m,1
data_11-3,555,241,sicilian_m,1
data_11-3,556,241,spinach_supr_l,1
data_11-3,557,242,calabrese_m,1
data_11-3,558,242,thai_ckn_l,1
data_11-3,559,242,veggie_veg_m,1
data_11-3,560,243,classic_dlx_l,1
data_11-3,561,243,spinach_supr_s,1
data_11-3,562,244,ital_supr_s,1
data_11-3,563,244,spicy_ital_l,1
data_11-3,564,245,bbq_ckn_l,1
data_11-3,565,245,ckn_pesto_l,1
data_11-3,566,246,ckn_alfredo_m,1
data_11-3,567,246,pepperoni_l,1
data_11-3,568,247,hawaiian_m,1
data_11-3,569,247,sicilian_m,1
data_11-3,570,247,spinach_supr_s,1
data_11-3,571,248,hawaiian_s,1
data_11-3,572,248,thai_ckn_l,1
data_11-3,573,249,bbq_ckn_l,1
data_11-3,574,249,calabrese_s,1
data_11-3,575,250,four_cheese_m,1
data_11-3,576,251,mexicana_m,1
data_11-3,577,252,prsc_argla_m,1
data_11-3,578,253,brie_carre_s,1
data_11-3,579,254,bbq_ckn_l,1
data_11-3,580,254,brie_carre_s,1
data_11-3,581,254,five_cheese_l,1
data_11-3,582,255,five_cheese_l,1
data_11-3,583,255,green_garden_m,1
data_11-3,584,255,hawaiian_l,1
data_11-3,585,255,spinach_fet_m,1
data_11-3,586,256,pep_msh_pep_l,1
data_11-3,587,257,cali_ckn_l,1
data_11-3,588,257,ckn_alfredo_l,1
data_11-3,589,258,classic_dlx_m,1
data_11-3,590,259,pepperoni_l,1
data_11-3,591,260,five_cheese_l,1
data_11-3,592,260,the_greek_l,1
data_11-3,593,261,brie_carre_s,1
data_11-3,594,262,cali_ckn_m,1
data_11-3,595,263,spin_pesto_l,1
data_11-3,596,264,mexicana_m,1
data_11-3,597,265,ckn_alfredo_m,1
data_11-3,598,265,mexicana_l,1
data_11-3,599,265,sicilian_m,1
data_11-3,600,265,spicy_ital_l,1
data_11-3,601,266,peppr_salami_m,1
data_11-3,602,267,four_cheese_l,1
data_11-3,603,267,mediterraneo_l,1
data_11-3,604,267,napolitana_s,1
data_11-3,605,268,ital_supr_l,1
data_11-3,606,268,pepperoni_s,1
data_11-3,607,269,ckn_alfredo_m,1
data_11-3,608,270,southw_ckn_l,1
data_11-3,609,270,spin_pesto_l,1
data_11-3,610,270,thai_ckn_l,1
data_11-3,611,271,big_meat_s,1
data_11-3,612,271,cali_ckn_m,2
data_11-3,613,271,ckn_alfredo_m,2
data_11-3,614,271,ckn_pesto_l,2
data_11-3,615,271,classic_dlx_m,1
data_11-3,616,271,ital_supr_m,1
data_11-3,617,271,sicilian_s,1
data_11-3,618,271,soppressata_m,1
data_11-3,619,271,southw_ckn_m,1
data_11-3,620,271,the_greek_s,1
data_11-3,621,272,ital_supr_m,1
data_11-3,622,273,soppressata_s,1
data_11-3,623,274,four_cheese_l,1
data_11-3,624,274,thai_ckn_l,1
data_11-3,625,275,classic_dlx_l,1
data_11-3,626,275,five_cheese_l,1
data_11-3,627,275,pepperoni_s,1
data_11-3,628,275,sicilian_m,1
data_11-3,629,276,five_cheese_l,1
data_11-3,630,276,spicy_ital_l,1
data_11-3,631,277,four_cheese_m,1
data_11-3,632,278,ital_veggie_m,1
data_11-3,633,278,southw_ckn_l,1
data_11-3,634,279,cali_ckn_m,1
data_11-3,635,279,ckn_alfredo_m,1
data_11-3,636,280,prsc_argla_m,1
data_11-3,637,280,veggie_veg_m,1
data_11-3,638,281,sicilian_s,1
data_11-3,639,282,classic_dlx_s,1
data_11-3,640,282,five_cheese_l,1
data_11-3,641,282,peppr_salami_l,1
data_11-3,642,282,spin_pesto_l,1
data_11-3,643,283,napolitana_m,1
data_11-3,644,284,four_cheese_m,1
data_11-3,645,284,hawaiian_s,1
data_11-3,646,284,napolitana_m,1
data_11-3,647,285,prsc_argla_l,1
data_11-3,648,286,ital_supr_m,1
data_11-3,649,286,peppr_salami_l,1
data_11-3,650,287,ital_supr_m,1
data_11-3,651,287,pep_msh_pep_m,1
data_11-3,652,287,pepperoni_m,1
data_11-3,653,287,sicilian_s,1
data_11-3,654,288,brie_carre_s,1
data_11-3,655,288,prsc_argla_l,1
data_11-3,656,288,spinach_supr_l,1
data_11-3,657,289,five_cheese_l,1
data_11-3,658,290,classic_dlx_s,1
data_11-3,659,290,veggie_veg_m,1
data_11-3,660,291,bbq_ckn_l,1
data_11-3,661,291,ckn_alfredo_m,2
data_11-3,662,291,four_cheese_m,1
data_11-3,663,292,spin_pesto_m,1
data_11-3,664,292,spinach_fet_l,1
data_11-3,665,293,classic_dlx_s,1
data_11-3,666,293,ital_veggie_s,1
data_11-3,667,294,bbq_ckn_m,1
data_11-3,668,294,ital_supr_l,1
data_11-3,669,294,thai_ckn_l,1
data_11-3,670,295,cali_ckn_m,1
data_11-3,671,296,green_garden_s,1
data_11-3,672,296,ital_cpcllo_s,1
data_11-3,673,296,thai_ckn_m,1
data_11-3,674,297,southw_ckn_m,1
data_11-3,675,298,cali_ckn_m,1
data_11-3,676,298,cali_ckn_s,1
data_11-3,677,298,ckn_alfredo_m,1
